"id","building_type_id","area_tier","discipline","lod","rate_per_sq_ft","updated_at","updated_by"
"655","5","30k-40k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"656","5","30k-40k","site","lod350plus","0.032","""2025-10-13T19:48:59.300Z""",
"657","5","40k-50k","architecture","lod200","0.437","""2025-10-13T19:48:59.300Z""",
"658","5","40k-50k","architecture","lod300","0.598","""2025-10-13T19:48:59.300Z""",
"659","5","40k-50k","architecture","lod350","0.782","""2025-10-13T19:48:59.300Z""",
"660","5","40k-50k","architecture","lod350plus","0.897","""2025-10-13T19:48:59.300Z""",
"661","5","40k-50k","structure","lod200","0.038","""2025-10-13T19:48:59.300Z""",
"662","5","40k-50k","structure","lod300","0.075","""2025-10-13T19:48:59.300Z""",
"663","5","40k-50k","structure","lod350","0.088","""2025-10-13T19:48:59.300Z""",
"664","5","40k-50k","structure","lod350plus","0.113","""2025-10-13T19:48:59.300Z""",
"665","5","40k-50k","mepf","lod200","0.063","""2025-10-13T19:48:59.300Z""",
"666","5","40k-50k","mepf","lod300","0.088","""2025-10-13T19:48:59.300Z""",
"667","5","40k-50k","mepf","lod350","0.100","""2025-10-13T19:48:59.300Z""",
"668","5","40k-50k","mepf","lod350plus","0.113","""2025-10-13T19:48:59.300Z""",
"669","5","40k-50k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"670","5","40k-50k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"671","5","40k-50k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"672","5","40k-50k","site","lod350plus","0.032","""2025-10-13T19:48:59.300Z""",
"673","5","50k-75k","architecture","lod200","0.340","""2025-10-13T19:48:59.300Z""",
"674","5","50k-75k","architecture","lod300","0.500","""2025-10-13T19:48:59.300Z""",
"675","5","50k-75k","architecture","lod350","0.568","""2025-10-13T19:48:59.300Z""",
"676","5","50k-75k","architecture","lod350plus","0.648","""2025-10-13T19:48:59.300Z""",
"677","5","50k-75k","structure","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"678","5","50k-75k","structure","lod300","0.050","""2025-10-13T19:48:59.300Z""",
"679","5","50k-75k","structure","lod350","0.060","""2025-10-13T19:48:59.300Z""",
"680","5","50k-75k","structure","lod350plus","0.080","""2025-10-13T19:48:59.300Z""",
"681","5","50k-75k","mepf","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"682","5","50k-75k","mepf","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"683","5","50k-75k","mepf","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"684","5","50k-75k","mepf","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"685","5","50k-75k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"686","5","50k-75k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"687","5","50k-75k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"688","5","50k-75k","site","lod350plus","0.028","""2025-10-13T19:48:59.300Z""",
"689","5","75k-100k","architecture","lod200","0.224","""2025-10-13T19:48:59.300Z""",
"690","5","75k-100k","architecture","lod300","0.328","""2025-10-13T19:48:59.300Z""",
"691","5","75k-100k","architecture","lod350","0.417","""2025-10-13T19:48:59.300Z""",
"692","5","75k-100k","architecture","lod350plus","0.476","""2025-10-13T19:48:59.300Z""",
"693","5","75k-100k","structure","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"694","5","75k-100k","structure","lod300","0.040","""2025-10-13T19:48:59.300Z""",
"695","5","75k-100k","structure","lod350","0.050","""2025-10-13T19:48:59.300Z""",
"696","5","75k-100k","structure","lod350plus","0.070","""2025-10-13T19:48:59.300Z""",
"697","5","75k-100k","mepf","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"698","5","75k-100k","mepf","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"699","5","75k-100k","mepf","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"700","5","75k-100k","mepf","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"701","5","75k-100k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"702","5","75k-100k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"703","5","75k-100k","site","lod350","0.020","""2025-10-13T19:48:59.300Z""",
"704","5","75k-100k","site","lod350plus","0.028","""2025-10-13T19:48:59.300Z""",
"705","5","100k+","architecture","lod200","0.173","""2025-10-13T19:48:59.300Z""",
"706","5","100k+","architecture","lod300","0.242","""2025-10-13T19:48:59.300Z""",
"707","5","100k+","architecture","lod350","0.290","""2025-10-13T19:48:59.300Z""",
"708","5","100k+","architecture","lod350plus","0.331","""2025-10-13T19:48:59.300Z""",
"709","5","100k+","structure","lod200","0.015","""2025-10-13T19:48:59.300Z""",
"710","5","100k+","structure","lod300","0.023","""2025-10-13T19:48:59.300Z""",
"711","5","100k+","structure","lod350","0.030","""2025-10-13T19:48:59.300Z""",
"712","5","100k+","structure","lod350plus","0.045","""2025-10-13T19:48:59.300Z""",
"713","5","100k+","mepf","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"714","5","100k+","mepf","lod300","0.045","""2025-10-13T19:48:59.300Z""",
"715","5","100k+","mepf","lod350","0.053","""2025-10-13T19:48:59.300Z""",
"716","5","100k+","mepf","lod350plus","0.060","""2025-10-13T19:48:59.300Z""",
"717","5","100k+","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"718","5","100k+","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"719","5","100k+","site","lod350","0.020","""2025-10-13T19:48:59.300Z""",
"720","5","100k+","site","lod350plus","0.024","""2025-10-13T19:48:59.300Z""",
"721","6","0-5k","architecture","lod200","0.725","""2025-10-13T19:48:59.300Z""",
"722","6","0-5k","architecture","lod300","1.001","""2025-10-13T19:48:59.300Z""",
"723","6","0-5k","architecture","lod350","1.325","""2025-10-13T19:48:59.300Z""",
"724","6","0-5k","architecture","lod350plus","1.608","""2025-10-13T19:48:59.300Z""",
"725","6","0-5k","structure","lod200","0.150","""2025-10-13T19:48:59.300Z""",
"726","6","0-5k","structure","lod300","0.210","""2025-10-13T19:48:59.300Z""",
"727","6","0-5k","structure","lod350","0.240","""2025-10-13T19:48:59.300Z""",
"728","6","0-5k","structure","lod350plus","0.270","""2025-10-13T19:48:59.300Z""",
"729","6","0-5k","mepf","lod200","0.135","""2025-10-13T19:48:59.300Z""",
"730","6","0-5k","mepf","lod300","0.165","""2025-10-13T19:48:59.300Z""",
"731","6","0-5k","mepf","lod350","0.180","""2025-10-13T19:48:59.300Z""",
"732","6","0-5k","mepf","lod350plus","0.195","""2025-10-13T19:48:59.300Z""",
"733","6","0-5k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"734","6","0-5k","site","lod300","0.036","""2025-10-13T19:48:59.300Z""",
"735","6","0-5k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"736","6","0-5k","site","lod350plus","0.060","""2025-10-13T19:48:59.300Z""",
"737","6","5k-10k","architecture","lod200","0.630","""2025-10-13T19:48:59.300Z""",
"738","6","5k-10k","architecture","lod300","0.882","""2025-10-13T19:48:59.300Z""",
"739","6","5k-10k","architecture","lod350","1.140","""2025-10-13T19:48:59.300Z""",
"740","6","5k-10k","architecture","lod350plus","1.386","""2025-10-13T19:48:59.300Z""",
"741","6","5k-10k","structure","lod200","0.135","""2025-10-13T19:48:59.300Z""",
"742","6","5k-10k","structure","lod300","0.195","""2025-10-13T19:48:59.300Z""",
"743","6","5k-10k","structure","lod350","0.210","""2025-10-13T19:48:59.300Z""",
"744","6","5k-10k","structure","lod350plus","0.240","""2025-10-13T19:48:59.300Z""",
"745","6","5k-10k","mepf","lod200","0.135","""2025-10-13T19:48:59.300Z""",
"746","6","5k-10k","mepf","lod300","0.165","""2025-10-13T19:48:59.300Z""",
"747","6","5k-10k","mepf","lod350","0.180","""2025-10-13T19:48:59.300Z""",
"748","6","5k-10k","mepf","lod350plus","0.195","""2025-10-13T19:48:59.300Z""",
"749","6","5k-10k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"750","6","5k-10k","site","lod300","0.036","""2025-10-13T19:48:59.300Z""",
"751","6","5k-10k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"752","6","5k-10k","site","lod350plus","0.060","""2025-10-13T19:48:59.300Z""",
"753","6","10k-20k","architecture","lod200","0.546","""2025-10-13T19:48:59.300Z""",
"754","6","10k-20k","architecture","lod300","0.776","""2025-10-13T19:48:59.300Z""",
"755","6","10k-20k","architecture","lod350","1.006","""2025-10-13T19:48:59.300Z""",
"756","6","10k-20k","architecture","lod350plus","1.225","""2025-10-13T19:48:59.300Z""",
"757","6","10k-20k","structure","lod200","0.120","""2025-10-13T19:48:59.300Z""",
"758","6","10k-20k","structure","lod300","0.180","""2025-10-13T19:48:59.300Z""",
"759","6","10k-20k","structure","lod350","0.195","""2025-10-13T19:48:59.300Z""",
"760","6","10k-20k","structure","lod350plus","0.225","""2025-10-13T19:48:59.300Z""",
"761","6","10k-20k","mepf","lod200","0.120","""2025-10-13T19:48:59.300Z""",
"762","6","10k-20k","mepf","lod300","0.150","""2025-10-13T19:48:59.300Z""",
"763","6","10k-20k","mepf","lod350","0.165","""2025-10-13T19:48:59.300Z""",
"764","6","10k-20k","mepf","lod350plus","0.180","""2025-10-13T19:48:59.300Z""",
"765","6","10k-20k","site","lod200","0.025","""2025-10-13T19:48:59.300Z""",
"766","6","10k-20k","site","lod300","0.028","""2025-10-13T19:48:59.300Z""",
"767","6","10k-20k","site","lod350","0.033","""2025-10-13T19:48:59.300Z""",
"768","6","10k-20k","site","lod350plus","0.045","""2025-10-13T19:48:59.300Z""",
"769","6","20k-30k","architecture","lod200","0.466","""2025-10-13T19:48:59.300Z""",
"770","6","20k-30k","architecture","lod300","0.673","""2025-10-13T19:48:59.300Z""",
"771","6","20k-30k","architecture","lod350","0.834","""2025-10-13T19:48:59.300Z""",
"772","6","20k-30k","architecture","lod350plus","0.969","""2025-10-13T19:48:59.300Z""",
"773","6","20k-30k","structure","lod200","0.088","""2025-10-13T19:48:59.300Z""",
"774","6","20k-30k","structure","lod300","0.138","""2025-10-13T19:48:59.300Z""",
"775","6","20k-30k","structure","lod350","0.150","""2025-10-13T19:48:59.300Z""",
"776","6","20k-30k","structure","lod350plus","0.175","""2025-10-13T19:48:59.300Z""",
"777","6","20k-30k","mepf","lod200","0.100","""2025-10-13T19:48:59.300Z""",
"778","6","20k-30k","mepf","lod300","0.125","""2025-10-13T19:48:59.300Z""",
"779","6","20k-30k","mepf","lod350","0.138","""2025-10-13T19:48:59.300Z""",
"780","6","20k-30k","mepf","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"781","6","20k-30k","site","lod200","0.025","""2025-10-13T19:48:59.300Z""",
"782","6","20k-30k","site","lod300","0.028","""2025-10-13T19:48:59.300Z""",
"783","6","20k-30k","site","lod350","0.033","""2025-10-13T19:48:59.300Z""",
"784","6","20k-30k","site","lod350plus","0.045","""2025-10-13T19:48:59.300Z""",
"785","6","30k-40k","architecture","lod200","0.391","""2025-10-13T19:48:59.300Z""",
"786","6","30k-40k","architecture","lod300","0.575","""2025-10-13T19:48:59.300Z""",
"787","6","30k-40k","architecture","lod350","0.718","""2025-10-13T19:48:59.300Z""",
"788","6","30k-40k","architecture","lod350plus","0.833","""2025-10-13T19:48:59.300Z""",
"789","6","30k-40k","structure","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"790","6","30k-40k","structure","lod300","0.125","""2025-10-13T19:48:59.300Z""",
"791","6","30k-40k","structure","lod350","0.138","""2025-10-13T19:48:59.300Z""",
"792","6","30k-40k","structure","lod350plus","0.163","""2025-10-13T19:48:59.300Z""",
"793","6","30k-40k","mepf","lod200","0.100","""2025-10-13T19:48:59.300Z""",
"794","6","30k-40k","mepf","lod300","0.125","""2025-10-13T19:48:59.300Z""",
"795","6","30k-40k","mepf","lod350","0.138","""2025-10-13T19:48:59.300Z""",
"796","6","30k-40k","mepf","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"797","6","30k-40k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"798","6","30k-40k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"799","6","30k-40k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"800","6","30k-40k","site","lod350plus","0.032","""2025-10-13T19:48:59.300Z""",
"801","6","40k-50k","architecture","lod200","0.320","""2025-10-13T19:48:59.300Z""",
"802","6","40k-50k","architecture","lod300","0.480","""2025-10-13T19:48:59.300Z""",
"803","6","40k-50k","architecture","lod350","0.600","""2025-10-13T19:48:59.300Z""",
"804","6","40k-50k","architecture","lod350plus","0.700","""2025-10-13T19:48:59.300Z""",
"805","6","40k-50k","structure","lod200","0.063","""2025-10-13T19:48:59.300Z""",
"806","6","40k-50k","structure","lod300","0.113","""2025-10-13T19:48:59.300Z""",
"807","6","40k-50k","structure","lod350","0.125","""2025-10-13T19:48:59.300Z""",
"808","6","40k-50k","structure","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"809","6","40k-50k","mepf","lod200","0.088","""2025-10-13T19:48:59.300Z""",
"810","6","40k-50k","mepf","lod300","0.113","""2025-10-13T19:48:59.300Z""",
"811","6","40k-50k","mepf","lod350","0.125","""2025-10-13T19:48:59.300Z""",
"812","6","40k-50k","mepf","lod350plus","0.138","""2025-10-13T19:48:59.300Z""",
"813","6","40k-50k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"814","6","40k-50k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"815","6","40k-50k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"816","6","40k-50k","site","lod350plus","0.032","""2025-10-13T19:48:59.300Z""",
"817","6","50k-75k","architecture","lod200","0.224","""2025-10-13T19:48:59.300Z""",
"818","6","50k-75k","architecture","lod300","0.362","""2025-10-13T19:48:59.300Z""",
"819","6","50k-75k","architecture","lod350","0.421","""2025-10-13T19:48:59.300Z""",
"820","6","50k-75k","architecture","lod350plus","0.490","""2025-10-13T19:48:59.300Z""",
"821","6","50k-75k","structure","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"822","6","50k-75k","structure","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"823","6","50k-75k","structure","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"824","6","50k-75k","structure","lod350plus","0.110","""2025-10-13T19:48:59.300Z""",
"825","6","50k-75k","mepf","lod200","0.070","""2025-10-13T19:48:59.300Z""",
"826","6","50k-75k","mepf","lod300","0.090","""2025-10-13T19:48:59.300Z""",
"827","6","50k-75k","mepf","lod350","0.100","""2025-10-13T19:48:59.300Z""",
"828","6","50k-75k","mepf","lod350plus","0.110","""2025-10-13T19:48:59.300Z""",
"829","6","50k-75k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"830","6","50k-75k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"831","6","50k-75k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"832","6","50k-75k","site","lod350plus","0.028","""2025-10-13T19:48:59.300Z""",
"833","6","75k-100k","architecture","lod200","0.155","""2025-10-13T19:48:59.300Z""",
"834","6","75k-100k","architecture","lod300","0.259","""2025-10-13T19:48:59.300Z""",
"835","6","75k-100k","architecture","lod350","0.348","""2025-10-13T19:48:59.300Z""",
"836","6","75k-100k","architecture","lod350plus","0.407","""2025-10-13T19:48:59.300Z""",
"837","6","75k-100k","structure","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"838","6","75k-100k","structure","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"839","6","75k-100k","structure","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"840","6","75k-100k","structure","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"841","6","75k-100k","mepf","lod200","0.070","""2025-10-13T19:48:59.300Z""",
"842","6","75k-100k","mepf","lod300","0.090","""2025-10-13T19:48:59.300Z""",
"843","6","75k-100k","mepf","lod350","0.100","""2025-10-13T19:48:59.300Z""",
"844","6","75k-100k","mepf","lod350plus","0.110","""2025-10-13T19:48:59.300Z""",
"845","6","75k-100k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"846","6","75k-100k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"847","6","75k-100k","site","lod350","0.020","""2025-10-13T19:48:59.300Z""",
"848","6","75k-100k","site","lod350plus","0.028","""2025-10-13T19:48:59.300Z""",
"849","6","100k+","architecture","lod200","0.104","""2025-10-13T19:48:59.300Z""",
"850","6","100k+","architecture","lod300","0.173","""2025-10-13T19:48:59.300Z""",
"851","6","100k+","architecture","lod350","0.221","""2025-10-13T19:48:59.300Z""",
"852","6","100k+","architecture","lod350plus","0.262","""2025-10-13T19:48:59.300Z""",
"853","6","100k+","structure","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"854","6","100k+","structure","lod300","0.060","""2025-10-13T19:48:59.300Z""",
"855","6","100k+","structure","lod350","0.070","""2025-10-13T19:48:59.300Z""",
"856","6","100k+","structure","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"857","6","100k+","mepf","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"858","6","100k+","mepf","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"859","6","100k+","mepf","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"860","6","100k+","mepf","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"861","6","100k+","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"862","6","100k+","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"863","6","100k+","site","lod350","0.020","""2025-10-13T19:48:59.300Z""",
"864","6","100k+","site","lod350plus","0.024","""2025-10-13T19:48:59.300Z""",
"865","7","0-5k","architecture","lod200","0.794","""2025-10-13T19:48:59.300Z""",
"866","7","0-5k","architecture","lod300","1.070","""2025-10-13T19:48:59.300Z""",
"867","7","0-5k","architecture","lod350","1.394","""2025-10-13T19:48:59.300Z""",
"868","7","0-5k","architecture","lod350plus","1.677","""2025-10-13T19:48:59.300Z""",
"869","7","0-5k","structure","lod200","0.120","""2025-10-13T19:48:59.300Z""",
"870","7","0-5k","structure","lod300","0.180","""2025-10-13T19:48:59.300Z""",
"871","7","0-5k","structure","lod350","0.210","""2025-10-13T19:48:59.300Z""",
"872","7","0-5k","structure","lod350plus","0.240","""2025-10-13T19:48:59.300Z""",
"873","7","0-5k","mepf","lod200","0.090","""2025-10-13T19:48:59.300Z""",
"874","7","0-5k","mepf","lod300","0.120","""2025-10-13T19:48:59.300Z""",
"875","7","0-5k","mepf","lod350","0.135","""2025-10-13T19:48:59.300Z""",
"876","7","0-5k","mepf","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"877","7","0-5k","site","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"878","7","0-5k","site","lod300","0.066","""2025-10-13T19:48:59.300Z""",
"879","7","0-5k","site","lod350","0.075","""2025-10-13T19:48:59.300Z""",
"880","7","0-5k","site","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"881","7","5k-10k","architecture","lod200","0.693","""2025-10-13T19:48:59.300Z""",
"882","7","5k-10k","architecture","lod300","0.945","""2025-10-13T19:48:59.300Z""",
"883","7","5k-10k","architecture","lod350","1.203","""2025-10-13T19:48:59.300Z""",
"884","7","5k-10k","architecture","lod350plus","1.449","""2025-10-13T19:48:59.300Z""",
"885","7","5k-10k","structure","lod200","0.105","""2025-10-13T19:48:59.300Z""",
"886","7","5k-10k","structure","lod300","0.165","""2025-10-13T19:48:59.300Z""",
"887","7","5k-10k","structure","lod350","0.180","""2025-10-13T19:48:59.300Z""",
"888","7","5k-10k","structure","lod350plus","0.210","""2025-10-13T19:48:59.300Z""",
"889","7","5k-10k","mepf","lod200","0.090","""2025-10-13T19:48:59.300Z""",
"890","7","5k-10k","mepf","lod300","0.120","""2025-10-13T19:48:59.300Z""",
"891","7","5k-10k","mepf","lod350","0.135","""2025-10-13T19:48:59.300Z""",
"892","7","5k-10k","mepf","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"893","7","5k-10k","site","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"894","7","5k-10k","site","lod300","0.066","""2025-10-13T19:48:59.300Z""",
"895","7","5k-10k","site","lod350","0.075","""2025-10-13T19:48:59.300Z""",
"896","7","5k-10k","site","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"897","7","10k-20k","architecture","lod200","0.604","""2025-10-13T19:48:59.300Z""",
"898","7","10k-20k","architecture","lod300","0.834","""2025-10-13T19:48:59.300Z""",
"899","7","10k-20k","architecture","lod350","1.064","""2025-10-13T19:48:59.300Z""",
"900","7","10k-20k","architecture","lod350plus","1.282","""2025-10-13T19:48:59.300Z""",
"901","7","10k-20k","structure","lod200","0.090","""2025-10-13T19:48:59.300Z""",
"902","7","10k-20k","structure","lod300","0.150","""2025-10-13T19:48:59.300Z""",
"903","7","10k-20k","structure","lod350","0.165","""2025-10-13T19:48:59.300Z""",
"904","7","10k-20k","structure","lod350plus","0.195","""2025-10-13T19:48:59.300Z""",
"905","7","10k-20k","mepf","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"906","7","10k-20k","mepf","lod300","0.105","""2025-10-13T19:48:59.300Z""",
"907","7","10k-20k","mepf","lod350","0.120","""2025-10-13T19:48:59.300Z""",
"908","7","10k-20k","mepf","lod350plus","0.135","""2025-10-13T19:48:59.300Z""",
"909","7","10k-20k","site","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"910","7","10k-20k","site","lod300","0.053","""2025-10-13T19:48:59.300Z""",
"911","7","10k-20k","site","lod350","0.058","""2025-10-13T19:48:59.300Z""",
"912","7","10k-20k","site","lod350plus","0.070","""2025-10-13T19:48:59.300Z""",
"913","7","20k-30k","architecture","lod200","0.518","""2025-10-13T19:48:59.300Z""",
"914","7","20k-30k","architecture","lod300","0.725","""2025-10-13T19:48:59.300Z""",
"915","7","20k-30k","architecture","lod350","0.886","""2025-10-13T19:48:59.300Z""",
"916","7","20k-30k","architecture","lod350plus","1.020","""2025-10-13T19:48:59.300Z""",
"917","7","20k-30k","structure","lod200","0.063","""2025-10-13T19:48:59.300Z""",
"918","7","20k-30k","structure","lod300","0.113","""2025-10-13T19:48:59.300Z""",
"919","7","20k-30k","structure","lod350","0.125","""2025-10-13T19:48:59.300Z""",
"920","7","20k-30k","structure","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"921","7","20k-30k","mepf","lod200","0.063","""2025-10-13T19:48:59.300Z""",
"922","7","20k-30k","mepf","lod300","0.088","""2025-10-13T19:48:59.300Z""",
"923","7","20k-30k","mepf","lod350","0.100","""2025-10-13T19:48:59.300Z""",
"924","7","20k-30k","mepf","lod350plus","0.113","""2025-10-13T19:48:59.300Z""",
"925","7","20k-30k","site","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"926","7","20k-30k","site","lod300","0.053","""2025-10-13T19:48:59.300Z""",
"927","7","20k-30k","site","lod350","0.058","""2025-10-13T19:48:59.300Z""",
"928","7","20k-30k","site","lod350plus","0.070","""2025-10-13T19:48:59.300Z""",
"929","7","30k-40k","architecture","lod200","0.414","""2025-10-13T19:48:59.300Z""",
"930","7","30k-40k","architecture","lod300","0.575","""2025-10-13T19:48:59.300Z""",
"931","7","30k-40k","architecture","lod350","0.764","""2025-10-13T19:48:59.300Z""",
"932","7","30k-40k","architecture","lod350plus","0.879","""2025-10-13T19:48:59.300Z""",
"933","7","30k-40k","structure","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"934","7","30k-40k","structure","lod300","0.100","""2025-10-13T19:48:59.300Z""",
"935","7","30k-40k","structure","lod350","0.113","""2025-10-13T19:48:59.300Z""",
"936","7","30k-40k","structure","lod350plus","0.138","""2025-10-13T19:48:59.300Z""",
"937","7","30k-40k","mepf","lod200","0.063","""2025-10-13T19:48:59.300Z""",
"938","7","30k-40k","mepf","lod300","0.088","""2025-10-13T19:48:59.300Z""",
"939","7","30k-40k","mepf","lod350","0.100","""2025-10-13T19:48:59.300Z""",
"940","7","30k-40k","mepf","lod350plus","0.113","""2025-10-13T19:48:59.300Z""",
"941","7","30k-40k","site","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"942","7","30k-40k","site","lod300","0.040","""2025-10-13T19:48:59.300Z""",
"943","7","30k-40k","site","lod350","0.044","""2025-10-13T19:48:59.300Z""",
"944","7","30k-40k","site","lod350plus","0.052","""2025-10-13T19:48:59.300Z""",
"945","7","40k-50k","architecture","lod200","0.340","""2025-10-13T19:48:59.300Z""",
"946","7","40k-50k","architecture","lod300","0.480","""2025-10-13T19:48:59.300Z""",
"947","7","40k-50k","architecture","lod350","0.640","""2025-10-13T19:48:59.300Z""",
"948","7","40k-50k","architecture","lod350plus","0.740","""2025-10-13T19:48:59.300Z""",
"949","7","40k-50k","structure","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"950","7","40k-50k","structure","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"951","7","40k-50k","structure","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"952","7","40k-50k","structure","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"953","7","40k-50k","mepf","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"954","7","40k-50k","mepf","lod300","0.060","""2025-10-13T19:48:59.300Z""",
"955","7","40k-50k","mepf","lod350","0.070","""2025-10-13T19:48:59.300Z""",
"956","7","40k-50k","mepf","lod350plus","0.080","""2025-10-13T19:48:59.300Z""",
"957","7","40k-50k","site","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"958","7","40k-50k","site","lod300","0.040","""2025-10-13T19:48:59.300Z""",
"959","7","40k-50k","site","lod350","0.044","""2025-10-13T19:48:59.300Z""",
"960","7","40k-50k","site","lod350plus","0.052","""2025-10-13T19:48:59.300Z""",
"961","7","50k-75k","architecture","lod200","0.242","""2025-10-13T19:48:59.300Z""",
"962","7","50k-75k","architecture","lod300","0.380","""2025-10-13T19:48:59.300Z""",
"963","7","50k-75k","architecture","lod350","0.455","""2025-10-13T19:48:59.300Z""",
"964","7","50k-75k","architecture","lod350plus","0.524","""2025-10-13T19:48:59.300Z""",
"965","7","50k-75k","structure","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"966","7","50k-75k","structure","lod300","0.060","""2025-10-13T19:48:59.300Z""",
"967","7","50k-75k","structure","lod350","0.070","""2025-10-13T19:48:59.300Z""",
"968","7","50k-75k","structure","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"969","7","50k-75k","mepf","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"970","7","50k-75k","mepf","lod300","0.060","""2025-10-13T19:48:59.300Z""",
"971","7","50k-75k","mepf","lod350","0.070","""2025-10-13T19:48:59.300Z""",
"972","7","50k-75k","mepf","lod350plus","0.080","""2025-10-13T19:48:59.300Z""",
"973","7","50k-75k","site","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"974","7","50k-75k","site","lod300","0.040","""2025-10-13T19:48:59.300Z""",
"975","7","50k-75k","site","lod350","0.044","""2025-10-13T19:48:59.300Z""",
"976","7","50k-75k","site","lod350plus","0.048","""2025-10-13T19:48:59.300Z""",
"977","7","75k-100k","architecture","lod200","0.190","""2025-10-13T19:48:59.300Z""",
"978","7","75k-100k","architecture","lod300","0.293","""2025-10-13T19:48:59.300Z""",
"979","7","75k-100k","architecture","lod350","0.383","""2025-10-13T19:48:59.300Z""",
"980","7","75k-100k","architecture","lod350plus","0.442","""2025-10-13T19:48:59.300Z""",
"981","7","75k-100k","structure","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"982","7","75k-100k","structure","lod300","0.050","""2025-10-13T19:48:59.300Z""",
