"id","building_type_id","area_tier","discipline","lod","rate_per_sq_ft","updated_at"
"981","7","75k-100k","structure","lod200","0.010","""2025-10-22T14:14:41.137Z"""
"982","7","75k-100k","structure","lod300","0.025","""2025-10-22T14:14:41.137Z"""
"983","7","75k-100k","structure","lod350","0.030","""2025-10-22T14:14:41.137Z"""
"984","7","75k-100k","structure","lod350plus","0.040","""2025-10-22T14:14:41.137Z"""
"985","7","75k-100k","mepf","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"986","7","75k-100k","mepf","lod300","0.030","""2025-10-22T14:14:41.137Z"""
"987","7","75k-100k","mepf","lod350","0.035","""2025-10-22T14:14:41.137Z"""
"988","7","75k-100k","mepf","lod350plus","0.040","""2025-10-22T14:14:41.137Z"""
"989","7","75k-100k","site","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"990","7","75k-100k","site","lod300","0.020","""2025-10-22T14:14:41.137Z"""
"991","7","75k-100k","site","lod350","0.020","""2025-10-22T14:14:41.137Z"""
"992","7","75k-100k","site","lod350plus","0.024","""2025-10-22T14:14:41.137Z"""
"993","7","100k+","architecture","lod200","0.040","""2025-10-22T14:14:41.137Z"""
"994","7","100k+","architecture","lod300","0.060","""2025-10-22T14:14:41.137Z"""
"995","7","100k+","architecture","lod350","0.074","""2025-10-22T14:14:41.137Z"""
"996","7","100k+","architecture","lod350plus","0.086","""2025-10-22T14:14:41.137Z"""
"997","7","100k+","structure","lod200","0.010","""2025-10-22T14:14:41.137Z"""
"998","7","100k+","structure","lod300","0.020","""2025-10-22T14:14:41.137Z"""
"999","7","100k+","structure","lod350","0.025","""2025-10-22T14:14:41.137Z"""
"1000","7","100k+","structure","lod350plus","0.035","""2025-10-22T14:14:41.137Z"""
"1001","7","100k+","mepf","lod200","0.015","""2025-10-22T14:14:41.190Z"""
"1002","7","100k+","mepf","lod300","0.025","""2025-10-22T14:14:41.190Z"""
"1003","7","100k+","mepf","lod350","0.030","""2025-10-22T14:14:41.190Z"""
"1004","7","100k+","mepf","lod350plus","0.035","""2025-10-22T14:14:41.190Z"""
"1005","7","100k+","site","lod200","0.020","""2025-10-22T14:14:41.190Z"""
"1006","7","100k+","site","lod300","0.020","""2025-10-22T14:14:41.190Z"""
"1007","7","100k+","site","lod350","0.020","""2025-10-22T14:14:41.190Z"""
"1008","7","100k+","site","lod350plus","0.022","""2025-10-22T14:14:41.190Z"""
"1009","8","0-5k","architecture","lod200","0.135","""2025-10-22T14:14:41.190Z"""
"1010","8","0-5k","architecture","lod300","0.175","""2025-10-22T14:14:41.190Z"""
"1011","8","0-5k","architecture","lod350","0.222","""2025-10-22T14:14:41.190Z"""
"1012","8","0-5k","architecture","lod350plus","0.263","""2025-10-22T14:14:41.190Z"""
"1013","8","0-5k","structure","lod200","0.050","""2025-10-22T14:14:41.190Z"""
"1014","8","0-5k","structure","lod300","0.070","""2025-10-22T14:14:41.190Z"""
"1015","8","0-5k","structure","lod350","0.080","""2025-10-22T14:14:41.190Z"""
"1016","8","0-5k","structure","lod350plus","0.090","""2025-10-22T14:14:41.190Z"""
"1017","8","0-5k","mepf","lod200","0.035","""2025-10-22T14:14:41.190Z"""
"1018","8","0-5k","mepf","lod300","0.045","""2025-10-22T14:14:41.190Z"""
"1019","8","0-5k","mepf","lod350","0.050","""2025-10-22T14:14:41.190Z"""
"1020","8","0-5k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.190Z"""
"1021","8","0-5k","site","lod200","0.015","""2025-10-22T14:14:41.190Z"""
"1022","8","0-5k","site","lod300","0.017","""2025-10-22T14:14:41.190Z"""
"1023","8","0-5k","site","lod350","0.020","""2025-10-22T14:14:41.190Z"""
"1024","8","0-5k","site","lod350plus","0.025","""2025-10-22T14:14:41.190Z"""
"1025","8","5k-10k","architecture","lod200","0.130","""2025-10-22T14:14:41.190Z"""
"1026","8","5k-10k","architecture","lod300","0.170","""2025-10-22T14:14:41.190Z"""
"1027","8","5k-10k","architecture","lod350","0.211","""2025-10-22T14:14:41.190Z"""
"1028","8","5k-10k","architecture","lod350plus","0.250","""2025-10-22T14:14:41.190Z"""
"1029","8","5k-10k","structure","lod200","0.045","""2025-10-22T14:14:41.190Z"""
"1030","8","5k-10k","structure","lod300","0.065","""2025-10-22T14:14:41.190Z"""
"1031","8","5k-10k","structure","lod350","0.070","""2025-10-22T14:14:41.190Z"""
"1032","8","5k-10k","structure","lod350plus","0.080","""2025-10-22T14:14:41.190Z"""
"1033","8","5k-10k","mepf","lod200","0.035","""2025-10-22T14:14:41.190Z"""
"1034","8","5k-10k","mepf","lod300","0.045","""2025-10-22T14:14:41.190Z"""
"1035","8","5k-10k","mepf","lod350","0.050","""2025-10-22T14:14:41.190Z"""
"1036","8","5k-10k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.190Z"""
"1037","8","5k-10k","site","lod200","0.015","""2025-10-22T14:14:41.190Z"""
"1038","8","5k-10k","site","lod300","0.017","""2025-10-22T14:14:41.190Z"""
"1039","8","5k-10k","site","lod350","0.020","""2025-10-22T14:14:41.190Z"""
"1040","8","5k-10k","site","lod350plus","0.025","""2025-10-22T14:14:41.190Z"""
"1041","8","10k-20k","architecture","lod200","0.125","""2025-10-22T14:14:41.190Z"""
"1042","8","10k-20k","architecture","lod300","0.165","""2025-10-22T14:14:41.190Z"""
"1043","8","10k-20k","architecture","lod350","0.205","""2025-10-22T14:14:41.190Z"""
"1044","8","10k-20k","architecture","lod350plus","0.243","""2025-10-22T14:14:41.190Z"""
"1045","8","10k-20k","structure","lod200","0.040","""2025-10-22T14:14:41.190Z"""
"1046","8","10k-20k","structure","lod300","0.060","""2025-10-22T14:14:41.190Z"""
"1047","8","10k-20k","structure","lod350","0.065","""2025-10-22T14:14:41.190Z"""
"1048","8","10k-20k","structure","lod350plus","0.075","""2025-10-22T14:14:41.190Z"""
"1049","8","10k-20k","mepf","lod200","0.030","""2025-10-22T14:14:41.190Z"""
"1050","8","10k-20k","mepf","lod300","0.040","""2025-10-22T14:14:41.190Z"""
"1051","8","10k-20k","mepf","lod350","0.045","""2025-10-22T14:14:41.190Z"""
"1052","8","10k-20k","mepf","lod350plus","0.050","""2025-10-22T14:14:41.190Z"""
"1053","8","10k-20k","site","lod200","0.015","""2025-10-22T14:14:41.190Z"""
"1054","8","10k-20k","site","lod300","0.016","""2025-10-22T14:14:41.190Z"""
"1055","8","10k-20k","site","lod350","0.018","""2025-10-22T14:14:41.190Z"""
"1056","8","10k-20k","site","lod350plus","0.023","""2025-10-22T14:14:41.190Z"""
"1057","8","20k-30k","architecture","lod200","0.115","""2025-10-22T14:14:41.190Z"""
"1058","8","20k-30k","architecture","lod300","0.145","""2025-10-22T14:14:41.190Z"""
"1059","8","20k-30k","architecture","lod350","0.191","""2025-10-22T14:14:41.190Z"""
"1060","8","20k-30k","architecture","lod350plus","0.217","""2025-10-22T14:14:41.190Z"""
"1061","8","20k-30k","structure","lod200","0.035","""2025-10-22T14:14:41.190Z"""
"1062","8","20k-30k","structure","lod300","0.055","""2025-10-22T14:14:41.190Z"""
"1063","8","20k-30k","structure","lod350","0.060","""2025-10-22T14:14:41.190Z"""
"1064","8","20k-30k","structure","lod350plus","0.070","""2025-10-22T14:14:41.190Z"""
"1065","8","20k-30k","mepf","lod200","0.030","""2025-10-22T14:14:41.190Z"""
"1066","8","20k-30k","mepf","lod300","0.040","""2025-10-22T14:14:41.190Z"""
"1067","8","20k-30k","mepf","lod350","0.045","""2025-10-22T14:14:41.190Z"""
"1068","8","20k-30k","mepf","lod350plus","0.050","""2025-10-22T14:14:41.190Z"""
"1069","8","20k-30k","site","lod200","0.015","""2025-10-22T14:14:41.190Z"""
"1070","8","20k-30k","site","lod300","0.016","""2025-10-22T14:14:41.190Z"""
"1071","8","20k-30k","site","lod350","0.018","""2025-10-22T14:14:41.190Z"""
"1072","8","20k-30k","site","lod350plus","0.023","""2025-10-22T14:14:41.190Z"""
"1073","8","30k-40k","architecture","lod200","0.105","""2025-10-22T14:14:41.190Z"""
"1074","8","30k-40k","architecture","lod300","0.140","""2025-10-22T14:14:41.190Z"""
"1075","8","30k-40k","architecture","lod350","0.181","""2025-10-22T14:14:41.190Z"""
"1076","8","30k-40k","architecture","lod350plus","0.206","""2025-10-22T14:14:41.190Z"""
"1077","8","30k-40k","structure","lod200","0.030","""2025-10-22T14:14:41.190Z"""
"1078","8","30k-40k","structure","lod300","0.050","""2025-10-22T14:14:41.190Z"""
"1079","8","30k-40k","structure","lod350","0.055","""2025-10-22T14:14:41.190Z"""
"1080","8","30k-40k","structure","lod350plus","0.065","""2025-10-22T14:14:41.190Z"""
"1081","8","30k-40k","mepf","lod200","0.030","""2025-10-22T14:14:41.190Z"""
"1082","8","30k-40k","mepf","lod300","0.040","""2025-10-22T14:14:41.190Z"""
"1083","8","30k-40k","mepf","lod350","0.045","""2025-10-22T14:14:41.190Z"""
"1084","8","30k-40k","mepf","lod350plus","0.050","""2025-10-22T14:14:41.190Z"""
"1085","8","30k-40k","site","lod200","0.015","""2025-10-22T14:14:41.190Z"""
"1086","8","30k-40k","site","lod300","0.015","""2025-10-22T14:14:41.190Z"""
"1087","8","30k-40k","site","lod350","0.017","""2025-10-22T14:14:41.190Z"""
"1088","8","30k-40k","site","lod350plus","0.021","""2025-10-22T14:14:41.190Z"""
"1089","8","40k-50k","architecture","lod200","0.095","""2025-10-22T14:14:41.190Z"""
"1090","8","40k-50k","architecture","lod300","0.125","""2025-10-22T14:14:41.190Z"""
"1091","8","40k-50k","architecture","lod350","0.175","""2025-10-22T14:14:41.190Z"""
"1092","8","40k-50k","architecture","lod350plus","0.200","""2025-10-22T14:14:41.190Z"""
"1093","8","40k-50k","structure","lod200","0.025","""2025-10-22T14:14:41.190Z"""
"1094","8","40k-50k","structure","lod300","0.045","""2025-10-22T14:14:41.190Z"""
"1095","8","40k-50k","structure","lod350","0.050","""2025-10-22T14:14:41.190Z"""
"1096","8","40k-50k","structure","lod350plus","0.060","""2025-10-22T14:14:41.190Z"""
"1097","8","40k-50k","mepf","lod200","0.025","""2025-10-22T14:14:41.190Z"""
"1098","8","40k-50k","mepf","lod300","0.035","""2025-10-22T14:14:41.190Z"""
"1099","8","40k-50k","mepf","lod350","0.040","""2025-10-22T14:14:41.190Z"""
"1100","8","40k-50k","mepf","lod350plus","0.045","""2025-10-22T14:14:41.190Z"""
"1101","8","40k-50k","site","lod200","0.015","""2025-10-22T14:14:41.245Z"""
"1102","8","40k-50k","site","lod300","0.015","""2025-10-22T14:14:41.245Z"""
"1103","8","40k-50k","site","lod350","0.017","""2025-10-22T14:14:41.245Z"""
"1104","8","40k-50k","site","lod350plus","0.021","""2025-10-22T14:14:41.245Z"""
"1105","8","50k-75k","architecture","lod200","0.080","""2025-10-22T14:14:41.245Z"""
"1106","8","50k-75k","architecture","lod300","0.120","""2025-10-22T14:14:41.245Z"""
"1107","8","50k-75k","architecture","lod350","0.147","""2025-10-22T14:14:41.245Z"""
"1108","8","50k-75k","architecture","lod350plus","0.167","""2025-10-22T14:14:41.245Z"""
"1109","8","50k-75k","structure","lod200","0.020","""2025-10-22T14:14:41.245Z"""
"1110","8","50k-75k","structure","lod300","0.040","""2025-10-22T14:14:41.245Z"""
"1111","8","50k-75k","structure","lod350","0.045","""2025-10-22T14:14:41.245Z"""
"1112","8","50k-75k","structure","lod350plus","0.055","""2025-10-22T14:14:41.245Z"""
"1113","8","50k-75k","mepf","lod200","0.025","""2025-10-22T14:14:41.245Z"""
"1114","8","50k-75k","mepf","lod300","0.035","""2025-10-22T14:14:41.245Z"""
"1115","8","50k-75k","mepf","lod350","0.040","""2025-10-22T14:14:41.245Z"""
"1116","8","50k-75k","mepf","lod350plus","0.045","""2025-10-22T14:14:41.245Z"""
"1117","8","50k-75k","site","lod200","0.015","""2025-10-22T14:14:41.245Z"""
"1118","8","50k-75k","site","lod300","0.015","""2025-10-22T14:14:41.245Z"""
"1119","8","50k-75k","site","lod350","0.017","""2025-10-22T14:14:41.245Z"""
"1120","8","50k-75k","site","lod350plus","0.019","""2025-10-22T14:14:41.245Z"""
"1121","8","75k-100k","architecture","lod200","0.060","""2025-10-22T14:14:41.245Z"""
"1122","8","75k-100k","architecture","lod300","0.100","""2025-10-22T14:14:41.245Z"""
"1123","8","75k-100k","architecture","lod350","0.126","""2025-10-22T14:14:41.245Z"""
"1124","8","75k-100k","architecture","lod350plus","0.143","""2025-10-22T14:14:41.245Z"""
"1125","8","75k-100k","structure","lod200","0.020","""2025-10-22T14:14:41.245Z"""
"1126","8","75k-100k","structure","lod300","0.035","""2025-10-22T14:14:41.245Z"""
"1127","8","75k-100k","structure","lod350","0.040","""2025-10-22T14:14:41.245Z"""
"1128","8","75k-100k","structure","lod350plus","0.050","""2025-10-22T14:14:41.245Z"""
"1129","8","75k-100k","mepf","lod200","0.025","""2025-10-22T14:14:41.245Z"""
"1130","8","75k-100k","mepf","lod300","0.035","""2025-10-22T14:14:41.245Z"""
"1131","8","75k-100k","mepf","lod350","0.040","""2025-10-22T14:14:41.245Z"""
"1132","8","75k-100k","mepf","lod350plus","0.045","""2025-10-22T14:14:41.245Z"""
"1133","8","75k-100k","site","lod200","0.015","""2025-10-22T14:14:41.245Z"""
"1134","8","75k-100k","site","lod300","0.015","""2025-10-22T14:14:41.245Z"""
"1135","8","75k-100k","site","lod350","0.015","""2025-10-22T14:14:41.245Z"""
"1136","8","75k-100k","site","lod350plus","0.019","""2025-10-22T14:14:41.245Z"""
"1137","8","100k+","architecture","lod200","0.055","""2025-10-22T14:14:41.245Z"""
"1138","8","100k+","architecture","lod300","0.075","""2025-10-22T14:14:41.245Z"""
"1139","8","100k+","architecture","lod350","0.089","""2025-10-22T14:14:41.245Z"""
"1140","8","100k+","architecture","lod350plus","0.101","""2025-10-22T14:14:41.245Z"""
"1141","8","100k+","structure","lod200","0.020","""2025-10-22T14:14:41.245Z"""
"1142","8","100k+","structure","lod300","0.030","""2025-10-22T14:14:41.245Z"""
"1143","8","100k+","structure","lod350","0.035","""2025-10-22T14:14:41.245Z"""
"1144","8","100k+","structure","lod350plus","0.045","""2025-10-22T14:14:41.245Z"""
"1145","8","100k+","mepf","lod200","0.020","""2025-10-22T14:14:41.245Z"""
"1146","8","100k+","mepf","lod300","0.030","""2025-10-22T14:14:41.245Z"""
"1147","8","100k+","mepf","lod350","0.035","""2025-10-22T14:14:41.245Z"""
"1148","8","100k+","mepf","lod350plus","0.040","""2025-10-22T14:14:41.245Z"""
"1149","8","100k+","site","lod200","0.015","""2025-10-22T14:14:41.245Z"""
"1150","8","100k+","site","lod300","0.015","""2025-10-22T14:14:41.245Z"""
"1151","8","100k+","site","lod350","0.015","""2025-10-22T14:14:41.245Z"""
"1152","8","100k+","site","lod350plus","0.017","""2025-10-22T14:14:41.245Z"""
"1153","9","0-5k","architecture","lod200","0.105","""2025-10-22T14:14:41.245Z"""
"1154","9","0-5k","architecture","lod300","0.145","""2025-10-22T14:14:41.245Z"""
"1155","9","0-5k","architecture","lod350","0.192","""2025-10-22T14:14:41.245Z"""
"1156","9","0-5k","architecture","lod350plus","0.233","""2025-10-22T14:14:41.245Z"""
"1157","9","0-5k","structure","lod200","0.045","""2025-10-22T14:14:41.245Z"""
"1158","9","0-5k","structure","lod300","0.065","""2025-10-22T14:14:41.245Z"""
"1159","9","0-5k","structure","lod350","0.075","""2025-10-22T14:14:41.245Z"""
"1160","9","0-5k","structure","lod350plus","0.085","""2025-10-22T14:14:41.245Z"""
"1161","9","0-5k","mepf","lod200","0.045","""2025-10-22T14:14:41.245Z"""
"1162","9","0-5k","mepf","lod300","0.055","""2025-10-22T14:14:41.245Z"""
"1163","9","0-5k","mepf","lod350","0.060","""2025-10-22T14:14:41.245Z"""
"1164","9","0-5k","mepf","lod350plus","0.065","""2025-10-22T14:14:41.245Z"""
"1165","9","0-5k","site","lod200","0.015","""2025-10-22T14:14:41.245Z"""
"1166","9","0-5k","site","lod300","0.017","""2025-10-22T14:14:41.245Z"""
"1167","9","0-5k","site","lod350","0.020","""2025-10-22T14:14:41.245Z"""
"1168","9","0-5k","site","lod350plus","0.025","""2025-10-22T14:14:41.245Z"""
"1169","9","5k-10k","architecture","lod200","0.100","""2025-10-22T14:14:41.245Z"""
"1170","9","5k-10k","architecture","lod300","0.140","""2025-10-22T14:14:41.245Z"""
"1171","9","5k-10k","architecture","lod350","0.181","""2025-10-22T14:14:41.245Z"""
"1172","9","5k-10k","architecture","lod350plus","0.220","""2025-10-22T14:14:41.245Z"""
"1173","9","5k-10k","structure","lod200","0.040","""2025-10-22T14:14:41.245Z"""
"1174","9","5k-10k","structure","lod300","0.060","""2025-10-22T14:14:41.245Z"""
"1175","9","5k-10k","structure","lod350","0.065","""2025-10-22T14:14:41.245Z"""
"1176","9","5k-10k","structure","lod350plus","0.075","""2025-10-22T14:14:41.245Z"""
"1177","9","5k-10k","mepf","lod200","0.045","""2025-10-22T14:14:41.245Z"""
"1178","9","5k-10k","mepf","lod300","0.055","""2025-10-22T14:14:41.245Z"""
"1179","9","5k-10k","mepf","lod350","0.060","""2025-10-22T14:14:41.245Z"""
"1180","9","5k-10k","mepf","lod350plus","0.065","""2025-10-22T14:14:41.245Z"""
"1181","9","5k-10k","site","lod200","0.015","""2025-10-22T14:14:41.245Z"""
"1182","9","5k-10k","site","lod300","0.017","""2025-10-22T14:14:41.245Z"""
"1183","9","5k-10k","site","lod350","0.020","""2025-10-22T14:14:41.245Z"""
"1184","9","5k-10k","site","lod350plus","0.025","""2025-10-22T14:14:41.245Z"""
"1185","9","10k-20k","architecture","lod200","0.095","""2025-10-22T14:14:41.245Z"""
"1186","9","10k-20k","architecture","lod300","0.135","""2025-10-22T14:14:41.245Z"""
"1187","9","10k-20k","architecture","lod350","0.175","""2025-10-22T14:14:41.245Z"""
"1188","9","10k-20k","architecture","lod350plus","0.213","""2025-10-22T14:14:41.245Z"""
"1189","9","10k-20k","structure","lod200","0.035","""2025-10-22T14:14:41.245Z"""
"1190","9","10k-20k","structure","lod300","0.055","""2025-10-22T14:14:41.245Z"""
"1191","9","10k-20k","structure","lod350","0.060","""2025-10-22T14:14:41.245Z"""
"1192","9","10k-20k","structure","lod350plus","0.070","""2025-10-22T14:14:41.245Z"""
"1193","9","10k-20k","mepf","lod200","0.040","""2025-10-22T14:14:41.245Z"""
"1194","9","10k-20k","mepf","lod300","0.050","""2025-10-22T14:14:41.245Z"""
"1195","9","10k-20k","mepf","lod350","0.055","""2025-10-22T14:14:41.245Z"""
"1196","9","10k-20k","mepf","lod350plus","0.060","""2025-10-22T14:14:41.245Z"""
"1197","9","10k-20k","site","lod200","0.015","""2025-10-22T14:14:41.245Z"""
"1198","9","10k-20k","site","lod300","0.016","""2025-10-22T14:14:41.245Z"""
"1199","9","10k-20k","site","lod350","0.018","""2025-10-22T14:14:41.245Z"""
"1200","9","10k-20k","site","lod350plus","0.023","""2025-10-22T14:14:41.245Z"""
"1201","9","20k-30k","architecture","lod200","0.090","""2025-10-22T14:14:41.295Z"""
"1202","9","20k-30k","architecture","lod300","0.130","""2025-10-22T14:14:41.295Z"""
"1203","9","20k-30k","architecture","lod350","0.161","""2025-10-22T14:14:41.295Z"""
"1204","9","20k-30k","architecture","lod350plus","0.187","""2025-10-22T14:14:41.295Z"""
"1205","9","20k-30k","structure","lod200","0.030","""2025-10-22T14:14:41.295Z"""
"1206","9","20k-30k","structure","lod300","0.050","""2025-10-22T14:14:41.295Z"""
"1207","9","20k-30k","structure","lod350","0.055","""2025-10-22T14:14:41.295Z"""
"1208","9","20k-30k","structure","lod350plus","0.065","""2025-10-22T14:14:41.295Z"""
"1209","9","20k-30k","mepf","lod200","0.040","""2025-10-22T14:14:41.295Z"""
"1210","9","20k-30k","mepf","lod300","0.050","""2025-10-22T14:14:41.295Z"""
"1211","9","20k-30k","mepf","lod350","0.055","""2025-10-22T14:14:41.295Z"""
"1212","9","20k-30k","mepf","lod350plus","0.060","""2025-10-22T14:14:41.295Z"""
"1213","9","20k-30k","site","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1214","9","20k-30k","site","lod300","0.016","""2025-10-22T14:14:41.295Z"""
"1215","9","20k-30k","site","lod350","0.018","""2025-10-22T14:14:41.295Z"""
"1216","9","20k-30k","site","lod350plus","0.023","""2025-10-22T14:14:41.295Z"""
"1217","9","30k-40k","architecture","lod200","0.085","""2025-10-22T14:14:41.295Z"""
"1218","9","30k-40k","architecture","lod300","0.120","""2025-10-22T14:14:41.295Z"""
"1219","9","30k-40k","architecture","lod350","0.161","""2025-10-22T14:14:41.295Z"""
"1220","9","30k-40k","architecture","lod350plus","0.186","""2025-10-22T14:14:41.295Z"""
"1221","9","30k-40k","structure","lod200","0.025","""2025-10-22T14:14:41.295Z"""
"1222","9","30k-40k","structure","lod300","0.045","""2025-10-22T14:14:41.295Z"""
"1223","9","30k-40k","structure","lod350","0.050","""2025-10-22T14:14:41.295Z"""
"1224","9","30k-40k","structure","lod350plus","0.060","""2025-10-22T14:14:41.295Z"""
"1225","9","30k-40k","mepf","lod200","0.040","""2025-10-22T14:14:41.295Z"""
"1226","9","30k-40k","mepf","lod300","0.050","""2025-10-22T14:14:41.295Z"""
"1227","9","30k-40k","mepf","lod350","0.055","""2025-10-22T14:14:41.295Z"""
"1228","9","30k-40k","mepf","lod350plus","0.060","""2025-10-22T14:14:41.295Z"""
"1229","9","30k-40k","site","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1230","9","30k-40k","site","lod300","0.015","""2025-10-22T14:14:41.295Z"""
"1231","9","30k-40k","site","lod350","0.017","""2025-10-22T14:14:41.295Z"""
"1232","9","30k-40k","site","lod350plus","0.021","""2025-10-22T14:14:41.295Z"""
"1233","9","40k-50k","architecture","lod200","0.080","""2025-10-22T14:14:41.295Z"""
"1234","9","40k-50k","architecture","lod300","0.115","""2025-10-22T14:14:41.295Z"""
"1235","9","40k-50k","architecture","lod350","0.155","""2025-10-22T14:14:41.295Z"""
"1236","9","40k-50k","architecture","lod350plus","0.180","""2025-10-22T14:14:41.295Z"""
"1237","9","40k-50k","structure","lod200","0.020","""2025-10-22T14:14:41.295Z"""
"1238","9","40k-50k","structure","lod300","0.040","""2025-10-22T14:14:41.295Z"""
"1239","9","40k-50k","structure","lod350","0.045","""2025-10-22T14:14:41.295Z"""
"1240","9","40k-50k","structure","lod350plus","0.055","""2025-10-22T14:14:41.295Z"""
"1241","9","40k-50k","mepf","lod200","0.035","""2025-10-22T14:14:41.295Z"""
"1242","9","40k-50k","mepf","lod300","0.045","""2025-10-22T14:14:41.295Z"""
"1243","9","40k-50k","mepf","lod350","0.050","""2025-10-22T14:14:41.295Z"""
"1244","9","40k-50k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.295Z"""
"1245","9","40k-50k","site","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1246","9","40k-50k","site","lod300","0.015","""2025-10-22T14:14:41.295Z"""
"1247","9","40k-50k","site","lod350","0.017","""2025-10-22T14:14:41.295Z"""
"1248","9","40k-50k","site","lod350plus","0.021","""2025-10-22T14:14:41.295Z"""
"1249","9","50k-75k","architecture","lod200","0.070","""2025-10-22T14:14:41.295Z"""
"1250","9","50k-75k","architecture","lod300","0.110","""2025-10-22T14:14:41.295Z"""
"1251","9","50k-75k","architecture","lod350","0.127","""2025-10-22T14:14:41.295Z"""
"1252","9","50k-75k","architecture","lod350plus","0.147","""2025-10-22T14:14:41.295Z"""
"1253","9","50k-75k","structure","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1254","9","50k-75k","structure","lod300","0.035","""2025-10-22T14:14:41.295Z"""
"1255","9","50k-75k","structure","lod350","0.040","""2025-10-22T14:14:41.295Z"""
"1256","9","50k-75k","structure","lod350plus","0.050","""2025-10-22T14:14:41.295Z"""
"1257","9","50k-75k","mepf","lod200","0.035","""2025-10-22T14:14:41.295Z"""
"1258","9","50k-75k","mepf","lod300","0.045","""2025-10-22T14:14:41.295Z"""
"1259","9","50k-75k","mepf","lod350","0.050","""2025-10-22T14:14:41.295Z"""
"1260","9","50k-75k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.295Z"""
"1261","9","50k-75k","site","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1262","9","50k-75k","site","lod300","0.015","""2025-10-22T14:14:41.295Z"""
"1263","9","50k-75k","site","lod350","0.017","""2025-10-22T14:14:41.295Z"""
"1264","9","50k-75k","site","lod350plus","0.019","""2025-10-22T14:14:41.295Z"""
"1265","9","75k-100k","architecture","lod200","0.050","""2025-10-22T14:14:41.295Z"""
"1266","9","75k-100k","architecture","lod300","0.080","""2025-10-22T14:14:41.295Z"""
"1267","9","75k-100k","architecture","lod350","0.106","""2025-10-22T14:14:41.295Z"""
"1268","9","75k-100k","architecture","lod350plus","0.123","""2025-10-22T14:14:41.295Z"""
"1269","9","75k-100k","structure","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1270","9","75k-100k","structure","lod300","0.030","""2025-10-22T14:14:41.295Z"""
"1271","9","75k-100k","structure","lod350","0.035","""2025-10-22T14:14:41.295Z"""
"1272","9","75k-100k","structure","lod350plus","0.045","""2025-10-22T14:14:41.295Z"""
"1273","9","75k-100k","mepf","lod200","0.035","""2025-10-22T14:14:41.295Z"""
"1274","9","75k-100k","mepf","lod300","0.045","""2025-10-22T14:14:41.295Z"""
"1275","9","75k-100k","mepf","lod350","0.050","""2025-10-22T14:14:41.295Z"""
"1276","9","75k-100k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.295Z"""
"1277","9","75k-100k","site","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1278","9","75k-100k","site","lod300","0.015","""2025-10-22T14:14:41.295Z"""
"1279","9","75k-100k","site","lod350","0.015","""2025-10-22T14:14:41.295Z"""
"1280","9","75k-100k","site","lod350plus","0.019","""2025-10-22T14:14:41.295Z"""
"1281","9","100k+","architecture","lod200","0.035","""2025-10-22T14:14:41.295Z"""
"1282","9","100k+","architecture","lod300","0.055","""2025-10-22T14:14:41.295Z"""
"1283","9","100k+","architecture","lod350","0.069","""2025-10-22T14:14:41.295Z"""
"1284","9","100k+","architecture","lod350plus","0.081","""2025-10-22T14:14:41.295Z"""
"1285","9","100k+","structure","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1286","9","100k+","structure","lod300","0.025","""2025-10-22T14:14:41.295Z"""
"1287","9","100k+","structure","lod350","0.030","""2025-10-22T14:14:41.295Z"""
"1288","9","100k+","structure","lod350plus","0.040","""2025-10-22T14:14:41.295Z"""
"1289","9","100k+","mepf","lod200","0.030","""2025-10-22T14:14:41.295Z"""
"1290","9","100k+","mepf","lod300","0.040","""2025-10-22T14:14:41.295Z"""
"1291","9","100k+","mepf","lod350","0.045","""2025-10-22T14:14:41.295Z"""
"1292","9","100k+","mepf","lod350plus","0.050","""2025-10-22T14:14:41.295Z"""
"1293","9","100k+","site","lod200","0.015","""2025-10-22T14:14:41.295Z"""
"1294","9","100k+","site","lod300","0.015","""2025-10-22T14:14:41.295Z"""
"1295","9","100k+","site","lod350","0.015","""2025-10-22T14:14:41.295Z"""
"1296","9","100k+","site","lod350plus","0.017","""2025-10-22T14:14:41.295Z"""
"1297","10","0-5k","architecture","lod200","0.095","""2025-10-22T14:14:41.295Z"""
"1298","10","0-5k","architecture","lod300","0.135","""2025-10-22T14:14:41.295Z"""
"1299","10","0-5k","architecture","lod350","0.182","""2025-10-22T14:14:41.295Z"""
"1300","10","0-5k","architecture","lod350plus","0.223","""2025-10-22T14:14:41.295Z"""
"1301","10","0-5k","structure","lod200","0.040","""2025-10-22T14:14:41.347Z"""
"1302","10","0-5k","structure","lod300","0.060","""2025-10-22T14:14:41.347Z"""
